,Date,Close,Open,High,Low,Volume,Change,interpolated_bvps,interpolated_equity,interpolated_total_debt,interpolated_net_debt,interpolated_working_capital,interpolated_net_income,pbv
1682,2020-09-22 00:00:00+07:00,2308.9765625,2317.282233588129,2333.8935757643885,2284.0595492356115,75891600,-0.0106760441594635,1021.0378277588311,101146.25111132837,62616.81553402278,44419.44631347663,-23502.359012560322,7514833.547828248,2.2614015854517193
1683,2020-09-23 00:00:00+07:00,2325.587646484375,2300.6706359863283,2333.8933166503907,2275.753625488281,85953300,0.0071941327833964,1021.7727112532851,101219.04333084825,62531.336722828535,44431.584894560925,-23412.15289686439,7517366.942284163,2.2760322534273376
1684,2020-09-24 00:00:00+07:00,2267.447998046875,2284.059338691907,2292.365009014423,2250.836657401843,74516800,-0.0249999816284673,1022.4859181962245,101289.6881653564,62443.69991800421,44438.92627738834,-23324.96345904958,7519392.675909236,2.2175835947422122
1685,2020-09-25 00:00:00+07:00,2234.225341796875,2259.1423530436805,2275.753693874884,2217.6140009656715,180968900,-0.0146520036087341,1023.1765983096205,101358.10138596492,62353.88347118563,44441.37529045901,-23240.90850417521,7520894.578369886,2.1836165384235873
1686,2020-09-28 00:00:00+07:00,2209.308349609375,2250.836702045641,2267.448043020148,2209.308349609375,89256700,-0.0111524078262672,1025.1049748922655,101549.1090755134,62071.139795122435,44418.416396132096,-23008.72858778791,7522095.595429414,2.1552020561031466
1687,2020-09-29 00:00:00+07:00,2184.391357421875,2234.225380785112,2234.225380785112,2184.391357421875,155853900,-0.0112781867646069,1025.6970449072048,101607.75355164416,61972.3882966849,44400.344215177334,-22938.38961526847,7521340.469896494,2.1296652537587235
1688,2020-09-30 00:00:00+07:00,2126.251708984375,2184.3914041519165,2201.002745628357,2109.6403675079346,235611600,-0.0266159487584308,1026.2623367024592,101663.74526943565,61871.34891443215,44376.903806966584,-22871.774150986064,7519980.661531219,2.0718403403717933
1689,2020-10-01 00:00:00+07:00,2284.0595703125,2159.4745028409093,2292.365241477273,2159.4745028409093,225006000,0.0742188051684169,1026.8,101717.0,61768.0,44348.0,-22809.0,7518000.0,2.224444458816225
1690,2020-10-02 00:00:00+07:00,2225.919677734375,2284.0593708095266,2284.0593708095266,2201.002666416453,140161900,-0.025454630576982,1027.3094296576658,101767.45779859542,61662.33321858773,44313.568054399446,-22750.150720048776,7515387.579936606,2.166747051544272
1691,2020-10-05 00:00:00+07:00,2201.002685546875,2234.225367592865,2250.836708615861,2192.6970150353773,124720200,-0.0111940212563561,1028.6730513479395,101902.51865758112,61331.928121256315,44177.79497836768,-22596.4808016725,7503882.373454702,2.1396523245775256
1692,2020-10-06 00:00:00+07:00,2201.002685546875,2225.919697081368,2242.5310381043632,2176.0856740123822,148977400,0.0,1029.0747712743646,101942.30635160612,61217.51894783665,44122.00293404837,-22552.59120648734,7498876.054098646,2.138817068483024
1693,2020-10-07 00:00:00+07:00,2209.308349609375,2201.0026791221217,2217.6140200966283,2176.0856676603617,110186000,0.0037735819756332,1029.4511151109116,101979.58020946097,61101.06975895692,44061.089410625355,-22512.222335329545,7493309.8085957905,2.14610321673346
1694,2020-10-08 00:00:00+07:00,2242.531005859375,2217.6139946831595,2259.1423466435185,2201.002653899016,154587800,0.0150375823528092,1029.802703394753,102014.40170713469,60982.63878763379,43995.14182632905,-22475.286509333448,7487199.056416681,2.17763169436908
1695,2020-10-09 00:00:00+07:00,2267.447998046875,2250.836657401843,2284.059338691907,2242.5309870793267,109122300,0.0111111026435737,1030.1301566630611,102046.83232061623,60862.28426688397,43924.247599389826,-22441.6960496334,7480559.217031863,2.201127676323838
1696,2020-10-12 00:00:00+07:00,2267.447998046875,2284.059338691907,2292.365009014423,2250.836657401843,77479100,0.0,1030.9739117465142,102130.39361579774,60490.26173824146,43682.75924501866,-22360.120079652897,7457619.370348616,2.1993262605507837
1697,2020-10-13 00:00:00+07:00,2267.447998046875,2267.447998046875,2275.753668369391,2225.919646434295,97205500,0.0,1031.211030324417,102153.8754524005,60362.79534995194,43592.952629811756,-22339.034296480408,7449017.376846422,2.198820543389204
1698,2020-10-14 00:00:00+07:00,2333.893310546875,2267.4479493925155,2350.504650835465,2250.8366091039256,183236500,0.0293040072174683,1031.4271165726498,102175.27378475603,60233.696577319264,43498.63646311392,-22320.855485275664,7439963.39349125,2.262780639607592
1699,2020-10-15 00:00:00+07:00,2308.9765625,2325.587904676259,2367.1162601169062,2292.3652203237407,138462900,-0.0106760441594635,1031.6227910283862,102194.65008885332,60103.02365336011,43399.89816315555,-22305.495967173,7430472.8397536455,2.2381984796965058
1700,2020-10-16 00:00:00+07:00,2284.0595703125,2308.9765838068183,2308.9765838068183,2259.142556818182,135175000,-0.0107913577782364,1031.798674228798,102212.06584068136,59970.83481109119,43296.825148167045,-22292.86806330675,7420561.135104155,2.213667866960272
1701,2020-10-19 00:00:00+07:00,2250.8369140625,2325.5879554889298,2333.893626758533,2250.8369140625,187840500,-0.0145454421074729,1032.2137816698144,102253.16454243983,59565.75510459289,42962.47199532464,-22270.497248469917,7388453.310389819,2.1805918057219857
1702,2020-10-20 00:00:00+07:00,2217.6142578125,2250.8369433228,2275.7539574555244,2217.6142578125,168211100,-0.0147601347936119,1032.3167052206559,102263.35284508074,59428.084919251945,42842.93430251953,-22267.919012892737,7377011.19679824,2.1481917773853025
1703,2020-10-21 00:00:00+07:00,2225.919677734375,2225.919677734375,2250.836689052297,2217.614007295068,142146300,0.0037452049618709,1032.4029402020362,102271.88797539732,59289.18998068475,42719.49898583625,-22267.633997223682,7365225.029647502,2.1560570888133785
1704,2020-10-22 00:00:00+07:00,2242.531005859375,2217.6139946831595,2259.1423466435185,2201.002653899016,257179400,0.0074626808375708,1032.4731071511285,102278.83140937857,59149.12852190801,42592.25346350522,-22269.554522597075,7353110.228408155,2.171999435459508
1705,2020-10-23 00:00:00+07:00,2184.391357421875,2250.83672190619,2259.14239246673,2184.391357421875,166356000,-0.0259259061683385,1032.5278266051055,102284.24462301348,59007.95877593842,42461.285153756806,-22273.59291014726,7340682.212550741,2.115576259677217
1706,2020-10-26 00:00:00+07:00,2201.002685546875,2184.3913445238795,2225.919697081368,2184.3913445238795,97523200,0.0076045567881231,1032.6055053680693,102291.91770173002,58578.38214503963,42046.91768231132,-22297.538457201998,7301673.071975571,2.1315039229452237
1707,2020-10-27 00:00:00+07:00,2176.085693359375,2192.6970345300574,2234.2253874567627,2176.085693359375,146366600,-0.0113207459268996,1032.6046402133109,102291.82479386945,58433.36158046569,41901.932405197396,-22309.17150480276,7288146.392351357,2.1073754742278217
1708,2020-11-02 00:00:00+07:00,2126.251708984375,2151.168721199036,2176.0857334136963,2117.946038246155,391510600,-0.0229007453737117,1032.3619270915083,102267.73935789098,57548.11678431072,40966.080759004435,-22411.16985492756,7202567.533503133,2.059599112662651
