,Date,Close,Open,High,Low,Volume,Change,adx,macd,rsi,%k
13,2014-01-23 00:00:00+07:00,1707.868896484375,1674.3812710631128,1716.2408028396906,1657.6374583524816,160911500,0.030302883020771,100.0,12.725334650148852,78.14860971588746,94.99999820976535
14,2014-01-24 00:00:00+07:00,1703.682861328125,1703.682861328125,1716.2407202568334,1670.1952375182354,90143000,-0.0024510283926751,100.0,14.596453101223233,76.11200260385723,92.49994835410183
15,2014-01-27 00:00:00+07:00,1640.8935546875,1666.0092723612884,1666.0092723612884,1615.777837013712,106837500,-0.0368550438968886,64.43397813390895,12.024633984211505,53.563326813736914,54.99992956669825
16,2014-01-28 00:00:00+07:00,1674.381591796875,1640.8939599609375,1682.7534997558594,1632.5220520019532,77513500,0.0204084152891639,50.13289402789397,11.986430821338445,60.315950719336094,75.00018260249655
17,2014-01-29 00:00:00+07:00,1674.381591796875,1682.7534997558594,1732.9849475097656,1674.381591796875,144919000,0.0,47.569252926155784,11.810025346160273,60.315950719336094,67.44194674048643
18,2014-01-30 00:00:00+07:00,1661.8233642578125,1649.2655050820608,1666.0093173163964,1645.079552023477,81985500,-0.007500218349621,41.523650334064214,10.725212863061643,56.7282293002183,58.53648819662618
19,2014-02-03 00:00:00+07:00,1645.0797119140625,1657.637572310353,1674.3813861720737,1645.0797119140625,55407000,-0.0100754705366823,37.8942645956047,8.668248624432636,52.26448087068999,41.66668388023525
20,2014-02-04 00:00:00+07:00,1649.2655029296875,1649.2655029296875,1657.6374090359295,1624.1497846109612,83683500,0.0025444305131905,32.95177873433107,7.2520182805888,53.25474275592718,28.57136036734136
21,2014-02-05 00:00:00+07:00,1666.0093994140625,1657.6374928843436,1666.0093994140625,1645.0796330897651,42715000,0.0101523353605783,29.83509055090331,7.192265490021782,57.089482041730506,42.85709475112585
22,2014-02-06 00:00:00+07:00,1699.4970703125,1653.4515831858066,1699.4970703125,1649.2656298106526,63581000,0.0201005293908997,29.475651904173095,9.335743303017125,63.53285346587088,71.42845936945682
23,2014-02-07 00:00:00+07:00,1716.2410888671875,1716.2410888671875,1724.612996617759,1703.68322724133,104825500,0.0098523374045056,30.334650074210977,12.041442731724601,66.26084517511939,85.71429790247934
24,2014-02-10 00:00:00+07:00,1682.753173828125,1724.6127055153918,1737.170565021572,1670.195314321945,61835500,-0.0195123606212961,28.646343802147868,11.676308043769268,57.066230272774845,55.172445593344285
25,2014-02-11 00:00:00+07:00,1699.4970703125,1691.125163562192,1724.6127905634237,1686.939210187038,71441500,0.009950298561187,27.233180311451243,12.430930145815182,60.051158336417444,68.96560829687203
26,2014-02-12 00:00:00+07:00,1724.612548828125,1716.2406432512896,1732.9844544049606,1703.6827848860362,112510500,0.014778182883838,26.397589910283386,14.653866945407572,64.0846783546493,89.65505067763708
27,2014-02-13 00:00:00+07:00,1716.2410888671875,1732.984904368331,1741.3568121189026,1707.869181116616,58160500,-0.004854110545946,26.0417023905392,15.617762308034116,61.84329034579196,80.00005715074755
28,2014-02-14 00:00:00+07:00,1737.1705322265625,1741.3564853162652,1741.3564853162652,1728.7986260471575,77919000,0.0121949319912795,25.734462393065037,17.696932489335495,65.1271973103741,96.66641658061515
29,2014-02-17 00:00:00+07:00,1753.9144287109375,1753.9144287109375,1766.4722885823762,1745.5425221299784,97666500,0.0096386026436414,26.5720375185815,20.33077449001803,67.53447346508037,91.17647629783065
30,2014-02-18 00:00:00+07:00,1741.3565673828125,1753.9144272437463,1753.9144272437463,1741.3565673828125,47891500,-0.0071599053651406,26.953116692551106,21.23388130990861,63.967948097172744,82.35295157215043
31,2014-02-19 00:00:00+07:00,1716.2410888671875,1741.3568121189026,1749.7287198694742,1699.4972733660445,78352000,-0.0144229384067919,24.465202619193356,19.845124173241402,57.435031413618134,64.70607366121278
32,2014-02-20 00:00:00+07:00,1741.3565673828125,1712.054894373967,1741.3565673828125,1707.8689410869893,82013000,0.014634003741399,22.2634735252631,20.39022808144341,61.65262758225997,82.35295157215043
33,2014-02-21 00:00:00+07:00,1749.728515625,1758.1004223983257,1762.2863757849882,1745.5425622383375,64951500,0.0048077162362962,21.368003809084797,21.204545187178837,62.96978789804349,88.23532997934103
34,2014-02-24 00:00:00+07:00,1741.3565673828125,1753.9144272437463,1758.100380530724,1728.798707521879,37548000,-0.0047847126953847,19.640056906014706,20.970396700195124,60.7236043018804,79.31034534367488
35,2014-02-25 00:00:00+07:00,1737.1705322265625,1741.3564853162652,1749.7283914956702,1728.7986260471575,58889000,-0.0024038931684976,18.09251416085232,20.23099675870185,59.57922785346027,74.99992179379245
36,2014-02-26 00:00:00+07:00,1720.427001953125,1741.3567708333333,1741.3567708333333,1703.6831868489585,76855000,-0.0096383918347826,17.621881449447216,18.15511805595588,55.10582774705484,52.17414445878017
37,2014-02-27 00:00:00+07:00,1724.612548828125,1720.4265960397074,1728.7985016165428,1703.6827848860362,66554500,0.0024328535126734,17.197868303711637,16.639485795992186,55.995298784921154,56.52154622036649
38,2014-02-28 00:00:00+07:00,1712.0546875,1724.6125458435208,1728.7984986246945,1699.4968291564792,120073000,-0.0072815551160508,17.027752737455366,14.306238287352926,52.62635845564288,31.578656100948933
39,2014-03-03 00:00:00+07:00,1720.427001953125,1707.869140625,1728.7989095052085,1699.4972330729163,86498000,0.0048902143805642,16.8737039299789,12.955332465864558,54.588031447515476,31.250510225769148
40,2014-03-04 00:00:00+07:00,1753.9144287109375,1716.240849096621,1762.2863352918966,1716.240849096621,96861000,0.0194646019388184,16.25892494681862,14.31562516381382,61.46189796059643,81.2500578882434
41,2014-03-05 00:00:00+07:00,1766.4722900390625,1762.286336745131,1770.6582433329938,1753.914430157268,76239000,0.0071599053651405,16.112790623441242,16.181696986039697,63.681992021373446,94.11766426739617
42,2014-03-06 00:00:00+07:00,1770.658203125,1774.844156323877,1783.2160627216313,1766.472249926123,96116500,0.0023696454846993,16.562019587302267,17.779908218316677,64.41781421482634,85.00003038506263
43,2014-03-07 00:00:00+07:00,1774.8441162109375,1774.8441162109375,1787.4019755237507,1766.4722100023953,90006500,0.0023640435395999,17.159557700205546,19.151094470460066,65.17760527694523,85.71430703232559
44,2014-03-10 00:00:00+07:00,1758.1004638671875,1774.84427780878,1774.84427780878,1745.5426034109937,67316500,-0.00943387207407,16.386017015667814,18.708533091199115,59.68739640442823,66.66689850655591
45,2014-03-11 00:00:00+07:00,1741.3565673828125,1753.9144272437463,1766.47228710468,1732.9846608088567,80642000,-0.0095238564737901,15.2302695501087,16.847997498293807,54.72315794486686,47.61921224889554
46,2014-03-12 00:00:00+07:00,1732.9844970703125,1737.1704499617867,1741.356402853261,1728.7985441788385,71547000,-0.0048077863369951,14.406415611495463,14.54694270541313,52.37744259744087,38.09523025412003
47,2014-03-13 00:00:00+07:00,1737.1705322265625,1749.7283914956702,1749.7283914956702,1728.7986260471575,41286500,0.0024155064071991,13.437554461579747,12.90468457319389,53.45183132935191,42.85722125150779
