Date,Close,Open,High,Low,Volume,Change
2014-01-03 00:00:00+07:00,276.23272705078125,287.17263703299045,289.90761452854275,273.497749555229,52823000,-0.04716973981893313
2014-01-06 00:00:00+07:00,254.35292053222656,276.2327416532783,276.2327416532783,247.5154764318979,95833000,-0.07920787211622615
2014-01-07 00:00:00+07:00,240.67800903320312,254.35289591008967,258.4553619731556,237.94303165782583,161316000,-0.05376353245879406
2014-01-08 00:00:00+07:00,257.0879211425781,242.0455427778528,257.0879211425781,240.67805383560506,160013700,0.06818201702470938
2014-01-09 00:00:00+07:00,258.4553527832031,257.08786414413856,265.292795978526,255.720375505074,119583300,0.005318926048908601
2014-01-10 00:00:00+07:00,257.0879211425781,262.55787691156917,263.9253658538169,254.3529432580826,54524100,-0.005290784756050382
2014-01-13 00:00:00+07:00,261.1903991699219,258.4554211681426,262.55788817081157,255.7204431663633,60090400,0.01595749037570915
2014-01-15 00:00:00+07:00,259.8228759765625,261.1903647974918,270.7627865439967,254.35292069284537,130213700,-0.005235733004373189
2014-01-16 00:00:00+07:00,266.6603088378906,262.5578425480769,269.3952863644331,261.1903537848057,66438300,0.026315746200672896
2014-01-17 00:00:00+07:00,266.6603088378906,265.2928200746194,269.3952863644331,265.2928200746194,31510800,0.0
2014-01-20 00:00:00+07:00,266.6603088378906,266.6603088378906,270.76277512770434,265.2928200746194,33344300,0.0
2014-01-21 00:00:00+07:00,268.02777099609375,268.02777099609375,274.8652141337492,268.02777099609375,85314700,0.005128105356821067
2014-01-22 00:00:00+07:00,280.3352355957031,269.39532396270005,280.3352355957031,268.02783500857464,96550800,0.045918617141313955
2014-01-23 00:00:00+07:00,280.3352355957031,283.0702135039539,287.17268036633,278.9677466415777,93197000,0.0
2014-01-24 00:00:00+07:00,284.43768310546875,284.43768310546875,284.43768310546875,276.23274993896484,55790200,0.014634077307649429
2014-01-27 00:00:00+07:00,263.92535400390625,276.23275393154955,277.6002428123988,262.557865123057,114887600,-0.07211537120402078
